"id","loan_order_id","rate","amount","loan_amount","interest_date","created_time","created_by","active","interest_type"
"256481","RZ20170714001","0.007000","103.6000","444000.0000","2017-07-21","2017-07-27 11:28:36","system","1","七天全额计息"
"256480","RZ20170714001","0.007000","1215.2000","744000.0000","2017-07-14","2017-07-27 11:28:36","system","1","七天全额计息"
"256479","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-26","2017-07-27 11:28:36","system","1","七天全额计息"
"256478","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-25","2017-07-27 11:28:36","system","1","七天全额计息"
"256477","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-24","2017-07-27 11:28:36","system","1","七天全额计息"
"256476","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-23","2017-07-27 11:28:36","system","1","七天全额计息"
"256475","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-22","2017-07-27 11:28:36","system","1","七天全额计息"
"256474","RZ20170713003","0.010000","148.0000","444000.0000","2017-07-21","2017-07-27 11:28:36","system","1","七天全额计息"
"256473","RZ20170713003","0.010000","1736.0000","744000.0000","2017-07-14","2017-07-27 11:28:36","system","1","七天全额计息"
"257498","RZ20170713002","0.010000","259.2720","777816.0000","2017-07-28","2017-07-28 15:43:13","system","1","按天计息"
"257497","RZ20170713002","0.008000","239.3280","897480.0000","2017-07-27","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257496","RZ20170713002","0.008000","271.2384","1017144.0000","2017-07-26","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257495","RZ20170713002","0.008000","271.2384","1017144.0000","2017-07-25","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257494","RZ20170713002","0.008000","303.1488","1136808.0000","2017-07-24","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257493","RZ20170713002","0.008000","303.1488","1136808.0000","2017-07-23","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257492","RZ20170713002","0.008000","303.1488","1136808.0000","2017-07-22","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257491","RZ20170713002","0.008000","303.1488","1136808.0000","2017-07-21","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257490","RZ20170713002","0.008000","366.9696","1376136.0000","2017-07-20","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257489","RZ20170713002","0.008000","2680.4736","1435968.0000","2017-07-13","2017-07-28 15:43:13","system","1","七天全额阶梯计息"
"257004","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-28","2017-07-28 18:30:02","system","1","七天全额计息"
"256368","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-27","2017-07-27 23:50:02","system","1","七天全额计息"
"254928","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-26","2017-07-26 23:50:03","system","1","七天全额计息"
"253480","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251122","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-24","2017-07-24 23:50:04","system","1","七天全额计息"
"250997","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-23","2017-07-23 23:50:04","system","1","七天全额计息"
"250873","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249557","RZ20170713001","0.006000","1216.0000","6080000.0000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"243513","RZ20170713001","0.006000","8512.0000","6080000.0000","2017-07-14","2017-07-14 23:50:04","system","1","七天全额计息"
"255285","RZ20170712015","0.007000","65.9232","282528.0000","2017-07-25","2017-07-26 10:50:25","system","1","七天全额计息"
"255284","RZ20170712015","0.007000","109.7410","470318.4000","2017-07-24","2017-07-26 10:50:25","system","1","七天全额计息"
"255283","RZ20170712015","0.007000","174.3034","747014.4000","2017-07-23","2017-07-26 10:50:25","system","1","七天全额计息"
"255282","RZ20170712015","0.007000","174.3034","747014.4000","2017-07-22","2017-07-26 10:50:25","system","1","七天全额计息"
"255281","RZ20170712015","0.007000","174.3034","747014.4000","2017-07-21","2017-07-26 10:50:25","system","1","七天全额计息"
"255280","RZ20170712015","0.007000","342.0346","1465862.4000","2017-07-20","2017-07-26 10:50:25","system","1","七天全额计息"
"255279","RZ20170712015","0.007000","413.8042","1773446.4000","2017-07-19","2017-07-26 10:50:25","system","1","七天全额计息"
"255278","RZ20170712015","0.007000","3607.0272","2208384.0000","2017-07-12","2017-07-26 10:50:25","system","1","七天全额计息"
"255943","RZ20170712014","0.010000","94.1760","282528.0000","2017-07-25","2017-07-26 14:03:57","system","1","七天全额计息"
"255942","RZ20170712014","0.010000","156.7728","470318.4000","2017-07-24","2017-07-26 14:03:57","system","1","七天全额计息"
"255941","RZ20170712014","0.010000","249.0048","747014.4000","2017-07-23","2017-07-26 14:03:57","system","1","七天全额计息"
"255940","RZ20170712014","0.010000","249.0048","747014.4000","2017-07-22","2017-07-26 14:03:57","system","1","七天全额计息"
"255939","RZ20170712014","0.010000","249.0048","747014.4000","2017-07-21","2017-07-26 14:03:57","system","1","七天全额计息"
"255938","RZ20170712014","0.010000","488.6208","1465862.4000","2017-07-20","2017-07-26 14:03:57","system","1","七天全额计息"
"255937","RZ20170712014","0.010000","591.1488","1773446.4000","2017-07-19","2017-07-26 14:03:57","system","1","七天全额计息"
"255936","RZ20170712014","0.010000","5152.8960","2208384.0000","2017-07-12","2017-07-26 14:03:57","system","1","七天全额计息"
"257206","RZ20170712013","0.006000","162.7290","813645.0000","2017-07-20","2017-07-28 15:22:54","system","1","七天全额计息"
"257205","RZ20170712013","0.006000","205.5816","1027908.0000","2017-07-19","2017-07-28 15:22:54","system","1","七天全额计息"
"257204","RZ20170712013","0.006000","2638.9440","1884960.0000","2017-07-12","2017-07-28 15:22:54","system","1","七天全额计息"
"256505","RZ20170712012","0.007000","190.9352","818293.7000","2017-07-26","2017-07-27 11:37:19","system","1","七天全额计息"
"256504","RZ20170712012","0.007000","190.9352","818293.7000","2017-07-25","2017-07-27 11:37:19","system","1","七天全额计息"
"256503","RZ20170712012","0.007000","249.2685","1068293.7000","2017-07-24","2017-07-27 11:37:19","system","1","七天全额计息"
"256502","RZ20170712012","0.007000","249.2685","1068293.7000","2017-07-23","2017-07-27 11:37:19","system","1","七天全额计息"
"256501","RZ20170712012","0.007000","249.2685","1068293.7000","2017-07-22","2017-07-27 11:37:19","system","1","七天全额计息"
"256500","RZ20170712012","0.007000","249.2685","1068293.7000","2017-07-21","2017-07-27 11:37:19","system","1","七天全额计息"
"256499","RZ20170712012","0.007000","354.2685","1518293.7000","2017-07-20","2017-07-27 11:37:19","system","1","七天全额计息"
"256498","RZ20170712012","0.007000","354.2685","1518293.7000","2017-07-19","2017-07-27 11:37:19","system","1","七天全额计息"
"256497","RZ20170712012","0.007000","2479.8797","1518293.7000","2017-07-12","2017-07-27 11:37:19","system","1","七天全额计息"
"257003","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-28","2017-07-28 18:30:02","system","1","七天全额计息"
"256367","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-27","2017-07-27 23:50:02","system","1","七天全额计息"
"254924","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-26","2017-07-26 23:50:02","system","1","七天全额计息"
"253475","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251117","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250992","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250868","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249552","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248103","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-20","2017-07-20 23:50:04","system","1","七天全额计息"
"246648","RZ20170712011","0.006000","84.9053","424526.4000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"244158","RZ20170712011","0.006000","594.3370","424526.4000","2017-07-12","2017-07-14 15:57:53","system","1","七天全额计息"
"251116","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250991","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250867","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249551","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248102","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-20","2017-07-20 23:50:04","system","1","七天全额计息"
"246647","RZ20170712010","0.007000","152.2080","652320.0000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"242258","RZ20170712010","0.007000","1555.4560","952320.0000","2017-07-12","2017-07-12 23:50:04","system","1","七天全额计息"
"257203","RZ20170712008","0.008000","216.9720","813645.0000","2017-07-20","2017-07-28 15:22:54","system","1","七天全额阶梯计息"
"257202","RZ20170712008","0.008000","274.1088","1027908.0000","2017-07-19","2017-07-28 15:22:54","system","1","七天全额阶梯计息"
"257201","RZ20170712008","0.008000","3518.5920","1884960.0000","2017-07-12","2017-07-28 15:22:54","system","1","七天全额阶梯计息"
"256654","RZ20170712006","0.010000","272.7646","818293.7000","2017-07-26","2017-07-27 14:16:44","system","1","七天全额计息"
"256653","RZ20170712006","0.010000","272.7646","818293.7000","2017-07-25","2017-07-27 14:16:44","system","1","七天全额计息"
"256652","RZ20170712006","0.010000","356.0979","1068293.7000","2017-07-24","2017-07-27 14:16:44","system","1","七天全额计息"
"256651","RZ20170712006","0.010000","356.0979","1068293.7000","2017-07-23","2017-07-27 14:16:44","system","1","七天全额计息"
"256650","RZ20170712006","0.010000","356.0979","1068293.7000","2017-07-22","2017-07-27 14:16:44","system","1","七天全额计息"
"256649","RZ20170712006","0.010000","356.0979","1068293.7000","2017-07-21","2017-07-27 14:16:44","system","1","七天全额计息"
"256648","RZ20170712006","0.010000","506.0979","1518293.7000","2017-07-20","2017-07-27 14:16:44","system","1","七天全额计息"
"256647","RZ20170712006","0.010000","506.0979","1518293.7000","2017-07-19","2017-07-27 14:16:44","system","1","七天全额计息"
"256646","RZ20170712006","0.010000","3542.6853","1518293.7000","2017-07-12","2017-07-27 14:16:44","system","1","七天全额计息"
"254020","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-24","2017-07-25 11:32:41","system","1","七天全额计息"
"254019","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-23","2017-07-25 11:32:41","system","1","七天全额计息"
"254018","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-22","2017-07-25 11:32:41","system","1","七天全额计息"
"254017","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-21","2017-07-25 11:32:41","system","1","七天全额计息"
"254016","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-20","2017-07-25 11:32:41","system","1","七天全额计息"
"254015","RZ20170712005","0.010000","217.4400","652320.0000","2017-07-19","2017-07-25 11:32:41","system","1","七天全额计息"
"254014","RZ20170712005","0.010000","2222.0800","952320.0000","2017-07-12","2017-07-25 11:32:41","system","1","七天全额计息"
"251236","RZ20170712004","0.006000","3.7965","18982.4000","2017-07-23","2017-07-24 09:49:28","system","1","七天全额计息"
"251235","RZ20170712004","0.006000","3.7965","18982.4000","2017-07-22","2017-07-24 09:49:28","system","1","七天全额计息"
"251234","RZ20170712004","0.006000","3.7965","18982.4000","2017-07-21","2017-07-24 09:49:28","system","1","七天全额计息"
"251233","RZ20170712004","0.006000","3.7965","18982.4000","2017-07-20","2017-07-24 09:49:28","system","1","七天全额计息"
"251232","RZ20170712004","0.006000","3.7965","18982.4000","2017-07-19","2017-07-24 09:49:28","system","1","七天全额计息"
"251231","RZ20170712004","0.006000","1426.5754","1018982.4000","2017-07-12","2017-07-24 09:49:28","system","1","七天全额计息"
"257002","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-28","2017-07-28 18:30:02","system","1","七天全额计息"
"256366","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-27","2017-07-27 23:50:02","system","1","七天全额计息"
"254922","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-26","2017-07-26 23:50:02","system","1","七天全额计息"
"253470","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251111","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250986","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250862","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249546","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248097","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-20","2017-07-20 23:50:03","system","1","七天全额计息"
"246642","RZ20170712003","0.006000","360.0000","1800000.0000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"241992","RZ20170712003","0.006000","2520.0000","1800000.0000","2017-07-12","2017-07-12 23:50:04","system","1","七天全额计息"
"257001","RZ20170712002","0.006000","299.9920","1499960.0000","2017-07-28","2017-07-28 18:30:02","system","1","七天全额计息"
"256365","RZ20170712002","0.006000","299.9920","1499960.0000","2017-07-27","2017-07-27 23:50:02","system","1","七天全额计息"
"254921","RZ20170712002","0.006000","299.9920","1499960.0000","2017-07-26","2017-07-26 23:50:02","system","1","七天全额计息"
"253469","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251110","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250985","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250861","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249545","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248096","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-20","2017-07-20 23:50:03","system","1","七天全额计息"
"246641","RZ20170712002","0.006000","360.0000","1800000.0000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"241991","RZ20170712002","0.006000","2520.0000","1800000.0000","2017-07-12","2017-07-12 23:50:04","system","1","七天全额计息"
"257000","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-28","2017-07-28 18:30:02","system","1","七天全额计息"
"256364","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-27","2017-07-27 23:50:02","system","1","七天全额计息"
"254920","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-26","2017-07-26 23:50:02","system","1","七天全额计息"
"253468","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251109","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250984","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250860","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249544","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248095","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-20","2017-07-20 23:50:03","system","1","七天全额计息"
"246640","RZ20170712001","0.006000","4012.8000","20064000.0000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"241974","RZ20170712001","0.006000","28089.6000","20064000.0000","2017-07-12","2017-07-12 23:50:04","system","1","七天全额计息"
"251230","RZ20170711024","0.008000","5.0620","18982.4000","2017-07-23","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"251229","RZ20170711024","0.008000","5.0620","18982.4000","2017-07-22","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"251228","RZ20170711024","0.008000","5.0620","18982.4000","2017-07-21","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"251227","RZ20170711024","0.008000","5.0620","18982.4000","2017-07-20","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"251226","RZ20170711024","0.008000","5.0620","18982.4000","2017-07-19","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"251225","RZ20170711024","0.008000","1902.1005","1018982.4000","2017-07-12","2017-07-24 09:49:28","system","1","七天全额阶梯计息"
"255799","RZ20170711023","0.006000","46.8608","234304.0000","2017-07-23","2017-07-26 13:49:24","system","1","七天全额计息"
"255798","RZ20170711023","0.006000","46.8608","234304.0000","2017-07-22","2017-07-26 13:49:24","system","1","七天全额计息"
"255797","RZ20170711023","0.006000","46.8608","234304.0000","2017-07-21","2017-07-26 13:49:24","system","1","七天全额计息"
"255796","RZ20170711023","0.006000","181.4198","907099.2000","2017-07-20","2017-07-26 13:49:24","system","1","七天全额计息"
"255795","RZ20170711023","0.006000","229.1789","1145894.4000","2017-07-19","2017-07-26 13:49:24","system","1","七天全额计息"
"255794","RZ20170711023","0.006000","1604.2522","1145894.4000","2017-07-12","2017-07-26 13:49:24","system","1","七天全额计息"
"254919","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-26","2017-07-26 23:50:02","system","1","七天全额计息"
"253467","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-25","2017-07-25 23:50:03","system","1","七天全额计息"
"251106","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-24","2017-07-24 23:50:03","system","1","七天全额计息"
"250981","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-23","2017-07-23 23:50:03","system","1","七天全额计息"
"250857","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-22","2017-07-22 23:50:03","system","1","七天全额计息"
"249541","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-21","2017-07-21 23:50:03","system","1","七天全额计息"
"248092","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-20","2017-07-20 23:50:03","system","1","七天全额计息"
"246637","RZ20170711022","0.006000","227.5661","1137830.4000","2017-07-19","2017-07-19 23:50:04","system","1","七天全额计息"
"241947","RZ20170711022","0.006000","1592.9626","1137830.4000","2017-07-12","2017-07-12 23:50:04","system","1","七天全额计息"
"257096","RZ20170711021","0.006000","65.1355","325677.6800","2017-07-27","2017-07-28 13:05:44","system","1","七天全额计息"
"257095","RZ20170711021","0.006000","65.1355","325677.6800","2017-07-26","2017-07-28 13:05:44","system","1","七天全额计息"
"257094","RZ20170711021","0.006000","95.1355","475677.6800","2017-07-25","2017-07-28 13:05:44","system","1","七天全额计息"
"257093","RZ20170711021","0.006000","115.1355","575677.6800","2017-07-24","2017-07-28 13:05:44","system","1","七天全额计息"
"257092","RZ20170711021","0.006000","115.1355","575677.6800","2017-07-23","2017-07-28 13:05:44","system","1","七天全额计息"
"257091","RZ20170711021","0.006000","115.1355","575677.6800","2017-07-22","2017-07-28 13:05:44","system","1","七天全额计息"
"257090","RZ20170711021","0.006000","115.1355","575677.6800","2017-07-21","2017-07-28 13:05:44","system","1","七天全额计息"
"257089","RZ20170711021","0.006000","115.1355","575677.6800","2017-07-20","2017-07-28 13:05:44","system","1","七天全额计息"
